レースID,クッション値
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.6
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,10.3
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.7
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.5
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.02009E+17,9.6
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
2.0201E+17,10.8
