レースID,クッション値
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,9.3
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02011E+17,10.1
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,10.4
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,11
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,9.9
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,10.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,9.6
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.2
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
2.02012E+17,10.1
