年月日,場所,R,馬番,レース名,芝・ダ,距離,馬名,性別,騎手,調教師,所属,父,芝・ダ,コースID,所属,日にち判定,前日判定,水曜日判定,木曜日判定,先週の土曜日判定,先週の日曜日判定,2w前の土曜日判定,2w前の日曜日判定,坂2w前 土 TIME1,坂2w前 土 LAP1,坂2w前 土 LAP2,坂2w前 日 TIME1,坂2w前 日 LAP1,坂2w前 日 LAP2,坂1w前 土 TIME1,坂1w前 土 LAP1,坂1w前 土 LAP2,坂1w前 日 TIME1,坂1w前 日 LAP1,坂1w前 日 LAP2, 坂 水 TIME1, 坂 水 LAP1, 坂 水 LAP2, 坂 水 LAP3, 坂 水 LAP4, 坂 木 TIME1, 坂 木 LAP1, 坂 木 LAP2, 坂 木 LAP3, 坂 木 LAP4, 坂 前日 TIME1,ウ2w前 土 １F,ウ2w前 日 １F,ウ1w前 土 １F,ウ1w前 土 5F,ウ1w前 日 １F,ウ1w前 日 5F,ウ 水 1F,ウ 水 4F,ウ 水 5F,ウ 水 6F,ウ 木 1F,ウ 木 4F,ウ 木 5F,ウ 木 6F,調教師判定,ウ 水1F,ウ 木1F,ウ 1F判定,ウ 前日 5F,水曜日A3,木曜日A3,A3LAP判定,水曜日B3,木曜日B3,B3LAP判定,前日坂路TIME,前日坂路TIME１判定,水曜坂路爆速,木曜坂路爆速,坂路爆速判定,水曜地雷ラップ,木曜地雷ラップ,地雷ラップ判定,コース判定,A3高勝率Lap,本命候補判定,相手候補判定,ZI,脚質,枠,レースID,血統登録番号
20260801,札幌,6,6,１勝ｸﾗｽ・牝,ダ,1000,シェーンルスカ,牝,丹内祐次,本間忍,美,イスラボニータ,1,札幌ダ1000,1,R8.8.1,シェーンルスカ46234,シェーンルスカ46232,シェーンルスカ46233,シェーンルスカ46228,シェーンルスカ46229,シェーンルスカ46221,シェーンルスカ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,85,差,6,2.02608E+17,22103018
20260801,札幌,6,7,１勝ｸﾗｽ・牝,ダ,1000,テーオーナタリー,牝,河原田菜,梅田智之,栗,テーオーヘリオス,1,札幌ダ1000,2,R8.8.1,テーオーナタリー46234,テーオーナタリー46232,テーオーナタリー46233,テーオーナタリー46228,テーオーナタリー46229,テーオーナタリー46221,テーオーナタリー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,先,7,2.02608E+17,23105616
20260801,札幌,6,8,１勝ｸﾗｽ・牝,ダ,1000,ウーマンズパワー,牝,横山琉人,中尾秀正,栗,タワーオブロンドン,1,札幌ダ1000,2,R8.8.1,ウーマンズパワー46234,ウーマンズパワー46232,ウーマンズパワー46233,ウーマンズパワー46228,ウーマンズパワー46229,ウーマンズパワー46221,ウーマンズパワー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,111,逃,8,2.02608E+17,23103929
20260801,札幌,6,9,１勝ｸﾗｽ・牝,ダ,1000,アスコットアイ,牝,和田陽希,緒方努,栗,モズアスコット,1,札幌ダ1000,2,R8.8.1,アスコットアイ46234,アスコットアイ46232,アスコットアイ46233,アスコットアイ46228,アスコットアイ46229,アスコットアイ46221,アスコットアイ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,56.4,12.5,13.2,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,TRUE,なし,〇,なし,93,逃,8,2.02608E+17,22103485
20260801,札幌,7,1,未勝利,芝,1800,ハヤテノオジョー,牝,小沢大仁,杉山佳明,栗,シルバーステート,2,札幌芝1800,2,R8.8.1,ハヤテノオジョー46234,ハヤテノオジョー46232,ハヤテノオジョー46233,ハヤテノオジョー46228,ハヤテノオジョー46229,ハヤテノオジョー46221,ハヤテノオジョー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,100,先,1,2.02608E+17,23107235
20260801,札幌,7,2,未勝利,芝,1800,ディープマウンテン,牝,吉田隼人,深山雅史,美,エイシンフラッシュ,2,札幌芝1800,1,R8.8.1,ディープマウンテン46234,ディープマウンテン46232,ディープマウンテン46233,ディープマウンテン46228,ディープマウンテン46229,ディープマウンテン46221,ディープマウンテン46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,87,追,2,2.02608E+17,23103475
20260801,札幌,7,3,未勝利,芝,1800,ライフイズカラフル,牡,斎藤新,河嶋宏樹,栗,サトノダイヤモンド,2,札幌芝1800,2,R8.8.1,ライフイズカラフル46234,ライフイズカラフル46232,ライフイズカラフル46233,ライフイズカラフル46228,ライフイズカラフル46229,ライフイズカラフル46221,ライフイズカラフル46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,13.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,104,逃,3,2.02608E+17,23103630
20260801,札幌,7,4,未勝利,芝,1800,ボーントゥラブユー,牝,鮫島克駿,小笠倫弘,美,コントレイル,2,札幌芝1800,1,R8.8.1,ボーントゥラブユー46234,ボーントゥラブユー46232,ボーントゥラブユー46233,ボーントゥラブユー46228,ボーントゥラブユー46229,ボーントゥラブユー46221,ボーントゥラブユー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,104,先,4,2.02608E+17,23106285
20260801,札幌,7,5,未勝利,芝,1800,サウンドファミリエ,牝,横山武史,和田正一,美,シルバーステート,2,札幌芝1800,1,R8.8.1,サウンドファミリエ46234,サウンドファミリエ46232,サウンドファミリエ46233,サウンドファミリエ46228,サウンドファミリエ46229,サウンドファミリエ46221,サウンドファミリエ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,105,先,5,2.02608E+17,23104254
20260801,札幌,7,6,未勝利,芝,1800,サトノフレア,牡,佐々木大,堀宣行,美,サトノジェネシス,2,札幌芝1800,1,R8.8.1,サトノフレア46234,サトノフレア46232,サトノフレア46233,サトノフレア46228,サトノフレア46229,サトノフレア46221,サトノフレア46222,66.7,16.3,15.8,55.9,13.1,13.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,106,差,5,2.02608E+17,23105904
20260801,札幌,7,7,未勝利,芝,1800,モンロワイヤル,牡,丹内祐次,牧浦充徳,栗,フィレンツェファイア,2,札幌芝1800,2,R8.8.1,モンロワイヤル46234,モンロワイヤル46232,モンロワイヤル46233,モンロワイヤル46228,モンロワイヤル46229,モンロワイヤル46221,モンロワイヤル46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,114,先,6,2.02608E+17,23100926
20260801,札幌,7,8,未勝利,芝,1800,マリノリュミエール,牝,舟山瑠泉,村田一誠,美,ノーブルミッション,2,札幌芝1800,1,R8.8.1,マリノリュミエール46234,マリノリュミエール46232,マリノリュミエール46233,マリノリュミエール46228,マリノリュミエール46229,マリノリュミエール46221,マリノリュミエール46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,100,追,6,2.02608E+17,23100794
20260801,札幌,7,9,未勝利,芝,1800,フォルストランキル,牝,古川奈穂,池江泰寿,栗,キタサンブラック,2,札幌芝1800,2,R8.8.1,フォルストランキル46234,フォルストランキル46232,フォルストランキル46233,フォルストランキル46228,フォルストランキル46229,フォルストランキル46221,フォルストランキル46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,98,差,7,2.02608E+17,23107270
20260801,札幌,7,10,未勝利,芝,1800,ヒメヒオウギ,牝,河原田菜,中竹和也,栗,コントレイル,2,札幌芝1800,2,R8.8.1,ヒメヒオウギ46234,ヒメヒオウギ46232,ヒメヒオウギ46233,ヒメヒオウギ46228,ヒメヒオウギ46229,ヒメヒオウギ46221,ヒメヒオウギ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,113,差,7,2.02608E+17,23106148
20260801,札幌,7,11,未勝利,芝,1800,コスモクラシック,牡,和田陽希,嘉藤貴行,美,ダノンバラード,2,札幌芝1800,1,R8.8.1,コスモクラシック46234,コスモクラシック46232,コスモクラシック46233,コスモクラシック46228,コスモクラシック46229,コスモクラシック46221,コスモクラシック46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,109,先,8,2.02608E+17,23104491
20260801,札幌,7,12,未勝利,芝,1800,マンサニージャ,牝,小林美駒,菊川正達,美,ダノンバラード,2,札幌芝1800,1,R8.8.1,マンサニージャ46234,マンサニージャ46232,マンサニージャ46233,マンサニージャ46228,マンサニージャ46229,マンサニージャ46221,マンサニージャ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,107,先,8,2.02608E+17,23106411
20260801,札幌,8,1,１勝ｸﾗｽ,ダ,1700,エタンセル,牡,浜中俊,高木登,美,ブリックスアンドモルタル,1,札幌ダ1700,1,R8.8.1,エタンセル46234,エタンセル46232,エタンセル46233,エタンセル46228,エタンセル46229,エタンセル46221,エタンセル46222,なし,なし,なし,57.4,12.6,13.7,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,TRUE,なし,〇,なし,111,先,1,2.02608E+17,23102354
20260801,札幌,8,2,１勝ｸﾗｽ,ダ,1700,ウィズマスタング,牡,横山武史,高橋文雅,美,レイデオロ,1,札幌ダ1700,1,R8.8.1,ウィズマスタング46234,ウィズマスタング46232,ウィズマスタング46233,ウィズマスタング46228,ウィズマスタング46229,ウィズマスタング46221,ウィズマスタング46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,96,先,2,2.02608E+17,22106045
20260801,札幌,8,3,１勝ｸﾗｽ,ダ,1700,デルマホダカ,牝,古川吉洋,菊沢隆徳,美,ブリックスアンドモルタル,1,札幌ダ1700,1,R8.8.1,デルマホダカ46234,デルマホダカ46232,デルマホダカ46233,デルマホダカ46228,デルマホダカ46229,デルマホダカ46221,デルマホダカ46222,65,15.3,15.6,65.1,16,16,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,89,追,3,2.02608E+17,23101362
20260801,札幌,8,4,１勝ｸﾗｽ,ダ,1700,エスシービクトリア,牡,横山和生,村田一誠,美,マクフィ,1,札幌ダ1700,1,R8.8.1,エスシービクトリア46234,エスシービクトリア46232,エスシービクトリア46233,エスシービクトリア46228,エスシービクトリア46229,エスシービクトリア46221,エスシービクトリア46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,128,先,4,2.02608E+17,23101793
20260801,札幌,8,5,１勝ｸﾗｽ,ダ,1700,シーリュウシー,牡,小沢大仁,岡田稲男,栗,ホッコータルマエ,1,札幌ダ1700,2,R8.8.1,シーリュウシー46234,シーリュウシー46232,シーリュウシー46233,シーリュウシー46228,シーリュウシー46229,シーリュウシー46221,シーリュウシー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,差,5,2.02608E+17,21106180
20260801,札幌,8,6,１勝ｸﾗｽ,ダ,1700,ロードスカイブルー,牡,鮫島克駿,和田勇介,美,ウインブライト,1,札幌ダ1700,1,R8.8.1,ロードスカイブルー46234,ロードスカイブルー46232,ロードスカイブルー46233,ロードスカイブルー46228,ロードスカイブルー46229,ロードスカイブルー46221,ロードスカイブルー46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,マ,6,2.02608E+17,22100557
20260801,札幌,8,7,１勝ｸﾗｽ,ダ,1700,タマモスカイ,牡,小林美駒,茶木太樹,栗,ナダル,1,札幌ダ1700,2,R8.8.1,タマモスカイ46234,タマモスカイ46232,タマモスカイ46233,タマモスカイ46228,タマモスカイ46229,タマモスカイ46221,タマモスカイ46222,66.3,15.7,15.7,65.9,15.4,15.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,追,6,2.02608E+17,23102469
20260801,札幌,8,8,１勝ｸﾗｽ,ダ,1700,サマーナイト,牡,佐々木大,寺島良,栗,ルーラーシップ,1,札幌ダ1700,2,R8.8.1,サマーナイト46234,サマーナイト46232,サマーナイト46233,サマーナイト46228,サマーナイト46229,サマーナイト46221,サマーナイト46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,100,先,7,2.02608E+17,22104729
20260801,札幌,8,9,１勝ｸﾗｽ,ダ,1700,ブレイジングスター,牡,和田陽希,高橋康之,栗,モーニン,1,札幌ダ1700,2,R8.8.1,ブレイジングスター46234,ブレイジングスター46232,ブレイジングスター46233,ブレイジングスター46228,ブレイジングスター46229,ブレイジングスター46221,ブレイジングスター46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,98,逃,7,2.02608E+17,22103644
20260801,札幌,8,10,１勝ｸﾗｽ,ダ,1700,タイキインドラ,牡,丹内祐次,平岩大典,美,サンダースノー,1,札幌ダ1700,1,R8.8.1,タイキインドラ46234,タイキインドラ46232,タイキインドラ46233,タイキインドラ46228,タイキインドラ46229,タイキインドラ46221,タイキインドラ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,逃,8,2.02608E+17,22103149
20260801,札幌,8,11,１勝ｸﾗｽ,ダ,1700,メイショウコシュウ,牡,武豊,松永幹夫,栗,ナダル,1,札幌ダ1700,2,R8.8.1,メイショウコシュウ46234,メイショウコシュウ46232,メイショウコシュウ46233,メイショウコシュウ46228,メイショウコシュウ46229,メイショウコシュウ46221,メイショウコシュウ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,109,先,8,2.02608E+17,23105032
20260801,札幌,9,1,釧路湿原･2勝,芝,1800,ウィルサヴァイブ,牝,横山典弘,須貝尚介,栗,アルアイン,2,札幌芝1800,2,R8.8.1,ウィルサヴァイブ46234,ウィルサヴァイブ46232,ウィルサヴァイブ46233,ウィルサヴァイブ46228,ウィルサヴァイブ46229,ウィルサヴァイブ46221,ウィルサヴァイブ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,102,差,1,2.02608E+17,22104748
20260801,札幌,9,2,釧路湿原･2勝,芝,1800,テルヒコウ,牡,武豊,矢作芳人,栗,コントレイル,2,札幌芝1800,2,R8.8.1,テルヒコウ46234,テルヒコウ46232,テルヒコウ46233,テルヒコウ46228,テルヒコウ46229,テルヒコウ46221,テルヒコウ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,126,逃,2,2.02608E+17,23100627
20260801,札幌,9,3,釧路湿原･2勝,芝,1800,フォルテフィオーレ,牡,丹内祐次,上原佑紀,美,ドゥラメンテ,2,札幌芝1800,1,R8.8.1,フォルテフィオーレ46234,フォルテフィオーレ46232,フォルテフィオーレ46233,フォルテフィオーレ46228,フォルテフィオーレ46229,フォルテフィオーレ46221,フォルテフィオーレ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,110,差,3,2.02608E+17,21100165
20260801,札幌,9,4,釧路湿原･2勝,芝,1800,ウインアクトゥール,牡,原田和真,栗田徹,美,ゴールドアクター,2,札幌芝1800,1,R8.8.1,ウインアクトゥール46234,ウインアクトゥール46232,ウインアクトゥール46233,ウインアクトゥール46228,ウインアクトゥール46229,ウインアクトゥール46221,ウインアクトゥール46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,先,4,2.02608E+17,21107085
20260801,札幌,9,5,釧路湿原･2勝,芝,1800,ウインベラーノ,牡,斎藤新,宮徹,栗,ウインブライト,2,札幌芝1800,2,R8.8.1,ウインベラーノ46234,ウインベラーノ46232,ウインベラーノ46233,ウインベラーノ46228,ウインベラーノ46229,ウインベラーノ46221,ウインベラーノ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,101,逃,5,2.02608E+17,22106231
20260801,札幌,9,6,釧路湿原･2勝,芝,1800,ジョイエッロ,牡,横山武史,池江泰寿,栗,ドゥラメンテ,2,札幌芝1800,2,R8.8.1,ジョイエッロ46234,ジョイエッロ46232,ジョイエッロ46233,ジョイエッロ46228,ジョイエッロ46229,ジョイエッロ46221,ジョイエッロ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,130,差,6,2.02608E+17,22105438
20260801,札幌,9,7,釧路湿原･2勝,芝,1800,サタデーサンライズ,牝,北村友一,石坂公一,栗,デクラレーションオブウォー,2,札幌芝1800,2,R8.8.1,サタデーサンライズ46234,サタデーサンライズ46232,サタデーサンライズ46233,サタデーサンライズ46228,サタデーサンライズ46229,サタデーサンライズ46221,サタデーサンライズ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,118,追,7,2.02608E+17,22101411
20260801,札幌,10,1,１勝ｸﾗｽ・牝,芝,1500,イヌボウノウタゴエ,牝,横山武史,西田雄一,美,シスキン,2,札幌芝1500,1,R8.8.1,イヌボウノウタゴエ46234,イヌボウノウタゴエ46232,イヌボウノウタゴエ46233,イヌボウノウタゴエ46228,イヌボウノウタゴエ46229,イヌボウノウタゴエ46221,イヌボウノウタゴエ46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,121,追,1,2.02608E+17,23103086
20260801,札幌,10,2,１勝ｸﾗｽ・牝,芝,1500,オンザヴィーナス,牝,河原田菜,大和田成,美,ミッキーアイル,2,札幌芝1500,1,R8.8.1,オンザヴィーナス46234,オンザヴィーナス46232,オンザヴィーナス46233,オンザヴィーナス46228,オンザヴィーナス46229,オンザヴィーナス46221,オンザヴィーナス46222,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,逃,2,2.02608E+17,21105057
