年月日,場所,R,馬番,レース名,芝・ダ,距離,馬名,性別,騎手,調教師,所属,父,芝・ダ,コースID,所属,日にち判定,前日判定,水曜日判定,木曜日判定,先週の土曜日判定,先週の日曜日判定,2w前の土曜日判定,2w前の日曜日判定,坂2w前 土 TIME1,坂2w前 土 LAP1,坂2w前 土 LAP2,坂2w前 日 TIME1,坂2w前 日 LAP1,坂2w前 日 LAP2,坂1w前 土 TIME1,坂1w前 土 LAP1,坂1w前 土 LAP2,坂1w前 日 TIME1,坂1w前 日 LAP1,坂1w前 日 LAP2, 坂 水 TIME1, 坂 水 LAP1, 坂 水 LAP2, 坂 木 TIME1, 坂 木 LAP1, 坂 木 LAP2, 坂 前日 TIME1,ウ2w前 土 １F,ウ2w前 日 １F,ウ1w前 土 １F,ウ1w前 土 5F,ウ1w前 日 １F,ウ1w前 日 5F,ウ 水 1F,ウ 水 4F,ウ 水 5F,ウ 木 1F,ウ 木 4F,ウ 木 5F,調教師判定,ウ 水1F,ウ 木1F,ウ 1F判定,ウ 前日 5F,水曜日A3,木曜日A3,A3LAP判定,水曜日B3,木曜日B3,B3LAP判定,前日坂路TIME,前日坂路TIME１判定,水曜坂路爆速,木曜坂路爆速,坂路爆速判定,水曜地雷ラップ,木曜地雷ラップ,地雷ラップ判定,コース判定,本命候補判定,相手候補判定,ZI,脚質,枠
20260712,函館,9,5,北海Ｈ･2勝,芝,1800,テルヒコウ,牡,武豊,矢作芳人,栗,コントレイル,2,函館芝1800,2,R8.7.12,テルヒコウ46214,テルヒコウ46211,テルヒコウ46212,テルヒコウ46207,テルヒコウ46208,テルヒコウ46200,テルヒコウ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,115,逃,4
20260712,函館,9,6,北海Ｈ･2勝,芝,1800,ロードマンハイム,セ,古川吉洋,友道康夫,栗,ロードカナロア,2,函館芝1800,2,R8.7.12,ロードマンハイム46214,ロードマンハイム46211,ロードマンハイム46212,ロードマンハイム46207,ロードマンハイム46208,ロードマンハイム46200,ロードマンハイム46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,112,差,4
20260712,函館,9,7,北海Ｈ･2勝,芝,1800,エリム,牝,原田和真,上原博之,美,ダイワメジャー,2,函館芝1800,1,R8.7.12,エリム46214,エリム46211,エリム46212,エリム46207,エリム46208,エリム46200,エリム46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,87,追,5
20260712,函館,9,8,北海Ｈ･2勝,芝,1800,サタデーサンライズ,牝,北村友一,石坂公一,栗,デクラレーションオブウォー,2,函館芝1800,2,R8.7.12,サタデーサンライズ46214,サタデーサンライズ46211,サタデーサンライズ46212,サタデーサンライズ46207,サタデーサンライズ46208,サタデーサンライズ46200,サタデーサンライズ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,110,追,5
20260712,函館,9,9,北海Ｈ･2勝,芝,1800,エーデル,牝,酒井学,金成貴史,美,デクラレーションオブウォー,2,函館芝1800,1,R8.7.12,エーデル46214,エーデル46211,エーデル46212,エーデル46207,エーデル46208,エーデル46200,エーデル46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,88,追,6
20260712,函館,9,10,北海Ｈ･2勝,芝,1800,コッツォリーノ,牡,佐々木大,池上昌和,美,シルバーステート,2,函館芝1800,1,R8.7.12,コッツォリーノ46214,コッツォリーノ46211,コッツォリーノ46212,コッツォリーノ46207,コッツォリーノ46208,コッツォリーノ46200,コッツォリーノ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,113,先,6
20260712,函館,9,11,北海Ｈ･2勝,芝,1800,レイヤードレッド,牡,長浜鴻緒,手塚貴久,美,フィエールマン,2,函館芝1800,1,R8.7.12,レイヤードレッド46214,レイヤードレッド46211,レイヤードレッド46212,レイヤードレッド46207,レイヤードレッド46208,レイヤードレッド46200,レイヤードレッド46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,98,先,7
20260712,函館,9,12,北海Ｈ･2勝,芝,1800,フォルテフィオーレ,牡,丹内祐次,上原佑紀,美,ドゥラメンテ,2,函館芝1800,1,R8.7.12,フォルテフィオーレ46214,フォルテフィオーレ46211,フォルテフィオーレ46212,フォルテフィオーレ46207,フォルテフィオーレ46208,フォルテフィオーレ46200,フォルテフィオーレ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,105,逃,7
20260712,函館,9,13,北海Ｈ･2勝,芝,1800,フナデ,牡,横山和生,嘉藤貴行,美,ゴールドシップ,2,函館芝1800,1,R8.7.12,フナデ46214,フナデ46211,フナデ46212,フナデ46207,フナデ46208,フナデ46200,フナデ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,107,逃,8
20260712,函館,9,14,北海Ｈ･2勝,芝,1800,ラブリーリディア,牝,小沢大仁,中内田充,栗,エピファネイア,2,函館芝1800,2,R8.7.12,ラブリーリディア46214,ラブリーリディア46211,ラブリーリディア46212,ラブリーリディア46207,ラブリーリディア46208,ラブリーリディア46200,ラブリーリディア46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,110,追,8
20260712,函館,10,1,噴火湾特･2勝,ダ,1000,カネコメブライト,牝,横山琉人,中尾秀正,栗,レッドファルクス,1,函館ダ1000,2,R8.7.12,カネコメブライト46214,カネコメブライト46211,カネコメブライト46212,カネコメブライト46207,カネコメブライト46208,カネコメブライト46200,カネコメブライト46201,なし,なし,なし,59.1,14.5,14.5,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,107,先,1
20260712,函館,10,2,噴火湾特･2勝,ダ,1000,サンディブロンド,牝,舟山瑠泉,鈴木慎太,美,リオンディーズ,1,函館ダ1000,1,R8.7.12,サンディブロンド46214,サンディブロンド46211,サンディブロンド46212,サンディブロンド46207,サンディブロンド46208,サンディブロンド46200,サンディブロンド46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,89,先,2
20260712,函館,10,3,噴火湾特･2勝,ダ,1000,デアプリームス,牝,横山武史,田島俊明,美,Knicks Go,1,函館ダ1000,1,R8.7.12,デアプリームス46214,デアプリームス46211,デアプリームス46212,デアプリームス46207,デアプリームス46208,デアプリームス46200,デアプリームス46201,69.9,16.9,17.3,67.6,16,16.6,66.9,15.4,15.7,56.5,13.2,13.7,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,先,3
20260712,函館,10,4,噴火湾特･2勝,ダ,1000,エコロレバン,牝,酒井学,大久保龍,栗,Speightstown,1,函館ダ1000,2,R8.7.12,エコロレバン46214,エコロレバン46211,エコロレバン46212,エコロレバン46207,エコロレバン46208,エコロレバン46200,エコロレバン46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,106,逃,4
20260712,函館,10,5,噴火湾特･2勝,ダ,1000,ヒットミー,牝,長浜鴻緒,鹿戸雄一,美,シニスターミニスター,1,函館ダ1000,1,R8.7.12,ヒットミー46214,ヒットミー46211,ヒットミー46212,ヒットミー46207,ヒットミー46208,ヒットミー46200,ヒットミー46201,なし,なし,なし,61.5,14,14.9,なし,なし,なし,54.5,12.4,12.5,57.2,11.9,13,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,〇,なし,〇,×,なし,×,なし,なし,×,なし,×,×,なし,×,なし,〇,なし,107,差,5
20260712,函館,10,6,噴火湾特･2勝,ダ,1000,クロナ,牡,小沢大仁,高橋亮,栗,スワーヴリチャード,1,函館ダ1000,2,R8.7.12,クロナ46214,クロナ46211,クロナ46212,クロナ46207,クロナ46208,クロナ46200,クロナ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,111,先,5
20260712,函館,10,7,噴火湾特･2勝,ダ,1000,サベージラヴ,牝,佐々木大,伊藤圭三,美,マジェスティックウォリアー,1,函館ダ1000,1,R8.7.12,サベージラヴ46214,サベージラヴ46211,サベージラヴ46212,サベージラヴ46207,サベージラヴ46208,サベージラヴ46200,サベージラヴ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,11.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,87,先,6
20260712,函館,10,8,噴火湾特･2勝,ダ,1000,ビーマックス,牡,浜中俊,藤野健太,栗,サトノアラジン,1,函館ダ1000,2,R8.7.12,ビーマックス46214,ビーマックス46211,ビーマックス46212,ビーマックス46207,ビーマックス46208,ビーマックス46200,ビーマックス46201,なし,なし,なし,57.1,12.9,13.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,先,6
20260712,函館,10,9,噴火湾特･2勝,ダ,1000,マメタンク,牡,斎藤新,東田明士,栗,フィレンツェファイア,1,函館ダ1000,2,R8.7.12,マメタンク46214,マメタンク46211,マメタンク46212,マメタンク46207,マメタンク46208,マメタンク46200,マメタンク46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,111,先,7
20260712,函館,10,10,噴火湾特･2勝,ダ,1000,ストリンジェンド,牡,北村友一,加藤公太,栗,キンシャサノキセキ,1,函館ダ1000,2,R8.7.12,ストリンジェンド46214,ストリンジェンド46211,ストリンジェンド46212,ストリンジェンド46207,ストリンジェンド46208,ストリンジェンド46200,ストリンジェンド46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,102,先,7
20260712,函館,10,11,噴火湾特･2勝,ダ,1000,ルイステソーロ,セ,丹内祐次,畠山吉宏,美,シニスターミニスター,1,函館ダ1000,1,R8.7.12,ルイステソーロ46214,ルイステソーロ46211,ルイステソーロ46212,ルイステソーロ46207,ルイステソーロ46208,ルイステソーロ46200,ルイステソーロ46201,なし,なし,なし,66.5,16.3,15.8,63.1,15.1,14.8,63.9,15.7,15.2,なし,なし,なし,64.3,16,15.3,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,×,×,なし,×,×,なし,なし,なし,×,×,なし,なし,なし,なし,なし,なし,120,逃,8
20260712,函館,10,12,噴火湾特･2勝,ダ,1000,ストロングボンド,セ,吉田隼人,菊川正達,美,リーチザクラウン,1,函館ダ1000,1,R8.7.12,ストロングボンド46214,ストロングボンド46211,ストロングボンド46212,ストロングボンド46207,ストロングボンド46208,ストロングボンド46200,ストロングボンド46201,なし,なし,なし,58.4,14.3,14.4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,91,差,8
20260712,函館,11,1,巴賞,芝,1800,エラトー,牝,北村友一,上村洋行,栗,Saxon Warrior,2,函館芝1800,2,R8.7.12,エラトー46214,エラトー46211,エラトー46212,エラトー46207,エラトー46208,エラトー46200,エラトー46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,111,先,1
20260712,函館,11,2,巴賞,芝,1800,パレハ,牝,佐々木大,新谷功一,栗,サトノクラウン,2,函館芝1800,2,R8.7.12,パレハ46214,パレハ46211,パレハ46212,パレハ46207,パレハ46208,パレハ46200,パレハ46201,なし,なし,なし,58.3,13.9,14,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,112,差,2
20260712,函館,11,3,巴賞,芝,1800,タシット,牡,横山琉人,中川公成,美,ブラックタイド,2,函館芝1800,1,R8.7.12,タシット46214,タシット46211,タシット46212,タシット46207,タシット46208,タシット46200,タシット46201,64.5,15.4,16,なし,なし,なし,なし,なし,なし,なし,なし,なし,55.2,12.2,13.1,なし,なし,なし,なし,なし,12.8,11.5,72.5,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,×,なし,×,×,なし,×,なし,なし,×,なし,×,×,なし,×,なし,なし,なし,115,先,3
20260712,函館,11,4,巴賞,芝,1800,シルトホルン,牡,丹内祐次,新開幸一,美,スクリーンヒーロー,2,函館芝1800,1,R8.7.12,シルトホルン46214,シルトホルン46211,シルトホルン46212,シルトホルン46207,シルトホルン46208,シルトホルン46200,シルトホルン46201,68.3,16.5,17.3,66.5,16.4,16.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,119,先,3
20260712,函館,11,5,巴賞,芝,1800,キョウエイブリッサ,牡,浜中俊,武市康男,美,グレーターロンドン,2,函館芝1800,1,R8.7.12,キョウエイブリッサ46214,キョウエイブリッサ46211,キョウエイブリッサ46212,キョウエイブリッサ46207,キョウエイブリッサ46208,キョウエイブリッサ46200,キョウエイブリッサ46201,67.7,16.3,16.4,57.3,13,14.3,69.6,16.6,17.3,55.5,12.3,13.9,54.4,12.1,13.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,×,なし,×,×,なし,×,なし,なし,×,なし,×,×,なし,×,なし,なし,なし,111,差,4
20260712,函館,11,6,巴賞,芝,1800,レディントン,セ,小沢大仁,杉山晴紀,栗,サトノアラジン,2,函館芝1800,2,R8.7.12,レディントン46214,レディントン46211,レディントン46212,レディントン46207,レディントン46208,レディントン46200,レディントン46201,67.8,15.5,17,59.2,13.1,13.7,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,99,先,4
20260712,函館,11,7,巴賞,芝,1800,エエヤン,セ,古川吉洋,伊藤大士,美,シルバーステート,2,函館芝1800,1,R8.7.12,エエヤン46214,エエヤン46211,エエヤン46212,エエヤン46207,エエヤン46208,エエヤン46200,エエヤン46201,なし,なし,なし,57,12.4,13.4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,11.3,70,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,99,追,5
20260712,函館,11,8,巴賞,芝,1800,ストレイトトーカー,牡,横山武史,岩戸孝樹,美,ファインニードル,2,函館芝1800,1,R8.7.12,ストレイトトーカー46214,ストレイトトーカー46211,ストレイトトーカー46212,ストレイトトーカー46207,ストレイトトーカー46208,ストレイトトーカー46200,ストレイトトーカー46201,67.6,16.1,16.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,11.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,109,先,5
20260712,函館,11,9,巴賞,芝,1800,レディネス,牡,横山和生,昆貢,栗,スワーヴリチャード,2,函館芝1800,2,R8.7.12,レディネス46214,レディネス46211,レディネス46212,レディネス46207,レディネス46208,レディネス46200,レディネス46201,66.5,15.3,16.7,56,12.5,13.6,64.9,15.7,16.2,65.2,15.7,16,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,16,87.8,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,109,先,6
20260712,函館,11,10,巴賞,芝,1800,ヴーレヴー,牝,吉田隼人,武幸四郎,栗,サトノクラウン,2,函館芝1800,2,R8.7.12,ヴーレヴー46214,ヴーレヴー46211,ヴーレヴー46212,ヴーレヴー46207,ヴーレヴー46208,ヴーレヴー46200,ヴーレヴー46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,97,差,6
20260712,函館,11,11,巴賞,芝,1800,パトリックハンサム,牡,斎藤新,柄崎将寿,美,バゴ,2,函館芝1800,1,R8.7.12,パトリックハンサム46214,パトリックハンサム46211,パトリックハンサム46212,パトリックハンサム46207,パトリックハンサム46208,パトリックハンサム46200,パトリックハンサム46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,12.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,100,　,7
20260712,函館,11,12,巴賞,芝,1800,レディーヴァリュー,牝,武豊,小林真也,栗,ジャスタウェイ,2,函館芝1800,2,R8.7.12,レディーヴァリュー46214,レディーヴァリュー46211,レディーヴァリュー46212,レディーヴァリュー46207,レディーヴァリュー46208,レディーヴァリュー46200,レディーヴァリュー46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,99,先,7
20260712,函館,11,13,巴賞,芝,1800,ウインシュクラン,セ,黛弘人,和田正一,美,スクリーンヒーロー,2,函館芝1800,1,R8.7.12,ウインシュクラン46214,ウインシュクラン46211,ウインシュクラン46212,ウインシュクラン46207,ウインシュクラン46208,ウインシュクラン46200,ウインシュクラン46201,なし,なし,なし,57.5,13.9,14.2,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,87,　,8
20260712,函館,11,14,巴賞,芝,1800,リラボニート,牝,鮫島克駿,須貝尚介,栗,スクリーンヒーロー,2,函館芝1800,2,R8.7.12,リラボニート46214,リラボニート46211,リラボニート46212,リラボニート46207,リラボニート46208,リラボニート46200,リラボニート46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,112,先,8
20260712,函館,12,1,１勝ｸﾗｽ,芝,1200,ナンナンプー,牝,舟山瑠泉,水野貴広,美,フィエールマン,2,函館芝1200,1,R8.7.12,ナンナンプー46214,ナンナンプー46211,ナンナンプー46212,ナンナンプー46207,ナンナンプー46208,ナンナンプー46200,ナンナンプー46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,差,1
20260712,函館,12,2,１勝ｸﾗｽ,芝,1200,ダブルチャレンジ,牝,吉田隼人,深山雅史,美,シャンハイボビー,2,函館芝1200,1,R8.7.12,ダブルチャレンジ46214,ダブルチャレンジ46211,ダブルチャレンジ46212,ダブルチャレンジ46207,ダブルチャレンジ46208,ダブルチャレンジ46200,ダブルチャレンジ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,104,逃,2
20260712,函館,12,3,１勝ｸﾗｽ,芝,1200,シャルトル,牡,北村友一,栗田徹,美,コントレイル,2,函館芝1200,1,R8.7.12,シャルトル46214,シャルトル46211,シャルトル46212,シャルトル46207,シャルトル46208,シャルトル46200,シャルトル46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,105,差,3
20260712,函館,12,4,１勝ｸﾗｽ,芝,1200,ココソラーレ,牝,古川奈穂,天間昭一,美,セイウンコウセイ,2,函館芝1200,1,R8.7.12,ココソラーレ46214,ココソラーレ46211,ココソラーレ46212,ココソラーレ46207,ココソラーレ46208,ココソラーレ46200,ココソラーレ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,89,差,4
20260712,函館,12,5,１勝ｸﾗｽ,芝,1200,サンポーニャ,牝,鷲頭虎太,池江泰寿,栗,モーリス,2,函館芝1200,2,R8.7.12,サンポーニャ46214,サンポーニャ46211,サンポーニャ46212,サンポーニャ46207,サンポーニャ46208,サンポーニャ46200,サンポーニャ46201,66.4,14.8,16,63,14.1,16,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,107,逃,5
20260712,函館,12,6,１勝ｸﾗｽ,芝,1200,マインセーラ,牝,的場勇人,的場均,美,アポロケンタッキー,2,函館芝1200,1,R8.7.12,マインセーラ46214,マインセーラ46211,マインセーラ46212,マインセーラ46207,マインセーラ46208,マインセーラ46200,マインセーラ46201,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,89,差,6
